S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
540,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
541,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
542,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
543,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
544,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
545,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
546,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
547,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
548,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
549,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
550,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
551,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
552,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
553,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
554,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
555,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
556,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
557,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
558,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
559,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
560,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
561,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
562,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
563,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
564,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
565,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
566,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
567,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
568,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
569,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
570,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
571,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
572,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
573,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
574,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
575,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
576,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
577,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
578,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
579,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
580,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
581,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
582,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
583,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
584,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
585,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
586,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
587,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
588,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
589,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
590,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
591,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
592,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
593,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
594,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
595,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
596,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
597,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
598,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
599,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
600,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
601,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
602,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
603,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
604,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
605,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
606,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
607,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
608,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
609,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
610,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
611,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
612,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
613,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
614,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
615,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
616,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
617,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
618,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
619,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
620,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
621,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
622,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
623,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
624,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
625,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
626,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
627,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
628,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
629,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
630,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
631,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
632,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
633,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
634,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
635,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
636,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
637,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
638,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
639,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
640,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
641,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
642,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
643,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
644,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
645,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
646,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
647,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
648,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
649,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
650,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
651,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
652,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
653,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
654,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
655,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
656,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
657,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
658,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
659,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
660,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
661,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
662,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
663,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
664,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
665,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
666,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
667,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
668,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
669,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
670,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
671,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
672,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
673,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
674,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
675,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
676,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
677,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
678,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
679,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
680,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
681,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
682,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
683,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
684,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
685,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
686,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
687,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
688,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
689,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
690,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
691,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
692,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
693,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
694,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
695,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
696,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
697,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
698,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
699,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
700,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
701,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
702,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
703,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
704,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
705,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
706,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
707,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
708,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
709,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
710,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
711,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
712,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
713,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
714,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
715,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
716,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
717,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
718,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
719,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
720,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
721,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
722,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
723,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
724,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
725,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
726,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
727,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
728,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
729,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
730,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
731,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
732,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
733,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
734,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
735,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
736,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
737,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
738,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
739,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
740,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
741,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
742,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
743,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
744,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
745,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
746,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
747,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
748,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
749,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
750,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
751,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
752,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
753,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
754,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
755,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
756,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
757,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
758,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
759,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
760,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
761,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
762,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
763,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
764,03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
765,04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
766,05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
767,06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
768,07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
769,08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
770,09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
771,10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
772,11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
773,12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
774,13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
775,14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
776,15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
777,16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
778,17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
779,18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
780,19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
781,20/04/2021,Andaman and Nicobar Islands,5421,145,5212,64
782,21/04/2021,Andaman and Nicobar Islands,5466,159,5243,64
783,22/04/2021,Andaman and Nicobar Islands,5490,150,5276,64
784,12/03/2020,Andhra Pradesh,1,1,0,0
785,13/03/2020,Andhra Pradesh,1,1,0,0
786,14/03/2020,Andhra Pradesh,1,1,0,0
787,15/03/2020,Andhra Pradesh,1,1,0,0
788,16/03/2020,Andhra Pradesh,1,1,0,0
789,17/03/2020,Andhra Pradesh,1,1,0,0
790,18/03/2020,Andhra Pradesh,1,1,0,0
791,19/03/2020,Andhra Pradesh,1,1,0,0
792,20/03/2020,Andhra Pradesh,2,2,0,0
793,21/03/2020,Andhra Pradesh,3,3,0,0
794,22/03/2020,Andhra Pradesh,5,5,0,0
795,23/03/2020,Andhra Pradesh,7,7,0,0
796,24/03/2020,Andhra Pradesh,7,7,0,0
797,25/03/2020,Andhra Pradesh,8,8,0,0
798,26/03/2020,Andhra Pradesh,11,10,1,0
799,27/03/2020,Andhra Pradesh,12,11,1,0
800,28/03/2020,Andhra Pradesh,14,13,1,0
801,29/03/2020,Andhra Pradesh,14,13,1,0
802,30/03/2020,Andhra Pradesh,19,18,1,0
803,31/03/2020,Andhra Pradesh,40,39,1,0
804,01/04/2020,Andhra Pradesh,83,82,1,0
805,02/04/2020,Andhra Pradesh,86,84,1,1
806,03/04/2020,Andhra Pradesh,132,130,1,1
807,04/04/2020,Andhra Pradesh,161,159,1,1
808,05/04/2020,Andhra Pradesh,161,159,1,1
809,06/04/2020,Andhra Pradesh,226,222,1,3
810,07/04/2020,Andhra Pradesh,266,262,1,3
811,08/04/2020,Andhra Pradesh,305,300,1,4
812,09/04/2020,Andhra Pradesh,348,338,6,4
813,10/04/2020,Andhra Pradesh,348,338,6,4
814,11/04/2020,Andhra Pradesh,363,350,7,6
815,12/04/2020,Andhra Pradesh,381,364,11,6
816,13/04/2020,Andhra Pradesh,427,409,11,7
817,14/04/2020,Andhra Pradesh,432,414,11,7
818,15/04/2020,Andhra Pradesh,483,458,16,9
819,16/04/2020,Andhra Pradesh,525,491,20,14
820,17/04/2020,Andhra Pradesh,534,500,20,14
821,18/04/2020,Andhra Pradesh,572,522,36,14
822,19/04/2020,Andhra Pradesh,603,546,42,15
823,20/04/2020,Andhra Pradesh,646,589,42,15
824,21/04/2020,Andhra Pradesh,722,610,92,20
825,22/04/2020,Andhra Pradesh,757,639,96,22
826,23/04/2020,Andhra Pradesh,813,669,120,24
827,24/04/2020,Andhra Pradesh,895,727,141,27
828,25/04/2020,Andhra Pradesh,955,781,145,29
829,26/04/2020,Andhra Pradesh,1061,859,171,31
830,27/04/2020,Andhra Pradesh,1097,835,231,31
831,28/04/2020,Andhra Pradesh,1183,917,235,31
832,29/04/2020,Andhra Pradesh,1259,970,258,31
833,30/04/2020,Andhra Pradesh,1332,1014,287,31
834,01/05/2020,Andhra Pradesh,1403,1051,321,31
835,02/05/2020,Andhra Pradesh,1463,1027,403,33
836,03/05/2020,Andhra Pradesh,1525,1051,441,33
837,04/05/2020,Andhra Pradesh,1583,1062,488,33
838,05/05/2020,Andhra Pradesh,1650,1090,524,36
839,06/05/2020,Andhra Pradesh,1717,1092,589,36
840,07/05/2020,Andhra Pradesh,1777,1012,729,36
841,08/05/2020,Andhra Pradesh,1847,1029,780,38
842,09/05/2020,Andhra Pradesh,1887,1004,842,41
843,10/05/2020,Andhra Pradesh,1930,999,887,44
844,11/05/2020,Andhra Pradesh,1980,1010,925,45
845,12/05/2020,Andhra Pradesh,2018,998,975,45
846,13/05/2020,Andhra Pradesh,2090,988,1056,46
847,14/05/2020,Andhra Pradesh,2137,948,1142,47
848,15/05/2020,Andhra Pradesh,2205,965,1192,48
849,16/05/2020,Andhra Pradesh,2307,1007,1252,48
850,17/05/2020,Andhra Pradesh,2355,953,1353,49
851,18/05/2020,Andhra Pradesh,2407,901,1456,50
852,19/05/2020,Andhra Pradesh,2474,872,1552,50
853,20/05/2020,Andhra Pradesh,2532,859,1621,52
854,21/05/2020,Andhra Pradesh,2602,909,1640,53
855,22/05/2020,Andhra Pradesh,2647,885,1709,53
856,23/05/2020,Andhra Pradesh,2709,891,1763,55
857,24/05/2020,Andhra Pradesh,2757,892,1809,56
858,25/05/2020,Andhra Pradesh,2823,911,1856,56
859,26/05/2020,Andhra Pradesh,3110,1158,1896,56
860,27/05/2020,Andhra Pradesh,3171,1105,2009,57
861,28/05/2020,Andhra Pradesh,3171,1056,2057,58
862,29/05/2020,Andhra Pradesh,3251,1067,2125,59
863,30/05/2020,Andhra Pradesh,3436,1150,2226,60
864,31/05/2020,Andhra Pradesh,3569,1220,2289,60
